,cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err
2888,9016800160_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26,9016800160_A,9016800160_blue_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26.fits,9016800160,347.0,1.0833334,150.14516,1.139998,153.59897,1.1219229,152.23447,1.8598917,152.77353,1.5479498,153.59897,1.1920338,151.36317,1.1354829,0.0,1.0,0.21965645,0.0055826055,nan,nan,0.23252428,0.0056368853,nan,nan,0.028235903,0.01335646,149.96548,1.2482666,0.0,1.0,0.17918894,0.0059276097,nan,nan,0.19050854,0.005783935,nan,nan,0.028235903,0.01335646
2889,9016800163_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17,9016800163_A,9016800163_blue_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17.fits,9016800163,189.5,27.416664,52.791973,5.7259493,47.582573,4.3169484,43.263058,7.49358,44.7871,5.8200693,47.582573,4.409705,52.559006,4.0393653,1.0,0.3445483,0.45739895,0.056742076,0.23229519,0.056742076,0.59632665,0.0761017,0.30152568,0.0761017,1.3763938,0.6948659,57.377724,3.5081558,1.0,0.5817133,0.3390691,0.056046102,0.23705046,0.056046102,0.5235601,0.101191215,0.37015218,0.101191215,1.3763938,0.6948659
2890,9016800167_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17,9016800167_A,9016800167_blue_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17.fits,9016800167,93.5,1.25,119.070755,1.703246,112.6334,1.8963634,109.913,2.8960917,112.31883,2.1700513,112.6334,2.1429148,112.1493,1.5743064,0.0,1.0,0.4745679,0.009677244,nan,nan,0.583676,0.012741921,nan,nan,0.04311835,0.010858967,114.05223,1.675469,0.0,1.0,0.4138543,0.010102452,nan,nan,0.49312162,0.0124764135,nan,nan,0.04311835,0.010858967
2891,9016800171_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13,9016800171_A,9016800171_blue_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13.fits,9016800171,257.5,4.9166665,56.350857,2.9375062,57.12582,2.5248044,56.716892,4.542255,56.52356,2.8278766,57.12582,2.4341977,57.107742,2.5087292,0.0,1.0,0.2787534,0.040862247,nan,nan,0.33193913,0.04575908,nan,nan,nan,nan,56.52356,3.2740998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2892,9016800171_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26,9016800171_B,9016800171_blue_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26.fits,9016800171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2893,9016800185_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17,9016800185_A,9016800185_blue_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17.fits,9016800185,11.5,0.9166667,90.22574,1.5187068,66.22585,1.7095474,66.492165,3.3663487,65.12486,2.303775,66.22585,1.7892779,68.446465,1.6990467,0.0,1.0,0.7107289,0.007341344,nan,nan,1.1271396,0.02104904,nan,nan,0.027662931,0.0044478527,82.061,1.4426302,0.0,1.0,0.7103556,0.0074350196,nan,nan,1.1204468,0.02129978,nan,nan,0.027662931,0.0044478527
2894,9016800186_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13,9016800186_A,9016800186_blue_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13.fits,9016800186,297.5,29.83333,74.340324,4.1935787,61.194626,6.0360947,75.82693,9.962216,61.880306,7.3533993,61.194626,5.8670864,62.413044,5.025502,1.0,0.56263363,0.45729062,0.07829217,0.3217826,0.07829217,0.5491379,0.083316125,0.380037,0.083316125,0.16360775,0.041955445,57.710648,5.798364,1.0,0.55248356,0.43127632,0.07638316,0.29768926,0.07638316,0.54657155,0.08206819,0.37387928,0.08206819,0.16360775,0.041955445
2895,9016800187_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26,9016800187_A,9016800187_blue_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26.fits,9016800187,80.5,2.1666667,99.71941,1.1204405,101.1953,1.191475,106.02302,1.8270866,101.34916,1.5513624,101.1953,1.1947967,99.43916,1.1886352,0.0,1.0,0.1626003,0.009660888,nan,nan,0.17494677,0.009261845,nan,nan,0.07890893,0.035387922,101.1953,1.2159852,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2896,9016800197_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17,9016800197_A,9016800197_blue_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17.fits,9016800197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2897,9016800216_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26,9016800216_A,9016800216_blue_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26.fits,9016800216,326.5,0.75,118.785904,1.458403,107.3357,1.6710138,101.61916,3.1385627,106.84067,2.2920969,107.3357,1.8897741,106.60288,1.5211245,0.0,1.0,0.57149035,0.0075004837,nan,nan,0.75292593,0.0130375,nan,nan,0.020631736,0.0041248547,112.01456,1.7106256,0.0,1.0,0.573278,0.0071003935,nan,nan,0.74665743,0.012046038,nan,nan,0.020631736,0.0041248547
2898,9016800219_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17,9016800219_A,9016800219_blue_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17.fits,9016800219,254.0,7.5,62.218678,3.2623188,57.238472,3.4436617,69.20594,5.498483,65.09253,4.0291147,57.238472,3.0958881,54.852734,3.188688,0.0,1.0,0.43454245,0.04347644,nan,nan,0.55368674,0.062541515,nan,nan,0.063572034,0.020024016,58.07776,3.1250045,1.0,0.8272578,0.5075359,0.038950685,0.45705032,0.038950685,0.47135538,0.039684437,0.41748285,0.039684437,0.063572034,0.020024016
2899,9016800222_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17,9016800222_A,9016800222_blue_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17.fits,9016800222,54.0,3.0,118.601204,1.5566494,115.92802,1.4189047,118.134384,2.019723,118.99546,1.6795363,115.92802,1.3520904,116.64876,1.3125094,0.0,1.0,0.11759731,0.013112843,nan,nan,0.13357899,0.01251628,nan,nan,nan,nan,119.00107,1.4571632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2900,9016800228_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17,9016800228_A,9016800228_blue_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17.fits,9016800228,130.0,2.5,66.481155,1.9838109,62.96318,2.1888509,62.08618,3.7083428,60.728863,3.0390937,62.96318,2.0560904,64.13065,2.0019934,0.0,1.0,0.43668565,0.021581138,nan,nan,0.5360473,0.02775102,nan,nan,0.05765728,0.017818632,64.53643,2.0113568,0.0,1.0,0.4097523,0.022089068,nan,nan,0.49727362,0.026713058,nan,nan,0.05765728,0.017818632
2901,9016800229_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26,9016800229_A,9016800229_blue_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26.fits,9016800229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2902,9016800231_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26,9016800231_B,9016800231_blue_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26.fits,9016800231,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2903,9016800231_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13,9016800231_A,9016800231_blue_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13.fits,9016800231,290.5,29.916666,nan,nan,109.719246,2.1907907,108.468254,3.0222223,109.463745,2.548744,109.719246,2.009165,110.68177,1.9902279,1.0,0.5294503,0.19689184,0.01814139,0.12603478,0.01814139,0.21034782,0.01780937,0.14001873,0.01780937,0.65864205,0.3803546,110.51564,1.9014984,0.0,1.0,0.084438816,0.017236017,nan,nan,0.0986273,0.018899513,nan,nan,0.65864205,0.3803546
2904,9016800232_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26,9016800232_A,9016800232_blue_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26.fits,9016800232,277.0,5.0,62.569115,3.5353234,47.905743,3.4433923,nan,nan,43.56885,4.9916472,47.905743,3.7485824,50.95905,3.826791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.568348,4.083714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2905,9016800234_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13,9016800234_A,9016800234_blue_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13.fits,9016800234,292.0,2.9166667,77.4783,1.8570604,74.114784,2.0221632,82.84735,3.7033145,78.14419,2.5636563,74.114784,1.7951874,74.34268,1.6258608,0.0,1.0,0.27609408,0.017736305,nan,nan,0.30424124,0.019144565,nan,nan,0.07882734,0.028239282,75.76597,1.6385871,0.0,1.0,0.240173,0.018315878,nan,nan,0.25816953,0.01910957,nan,nan,0.07882734,0.028239282
2906,9016800236_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17,9016800236_A,9016800236_blue_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17.fits,9016800236,287.0,1.0833334,200.28587,1.1785188,196.4618,1.2861897,195.96503,2.0867043,197.76231,1.53119,196.4618,1.1428254,198.4603,1.115531,0.0,1.0,0.28053415,0.0042945924,nan,nan,0.30468452,0.0042385906,nan,nan,0.031828392,0.006105655,200.83174,1.1849519,0.0,1.0,0.28111905,0.0042426554,nan,nan,0.30380905,0.004257323,nan,nan,0.031828392,0.006105655
2907,9016800241_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26,9016800241_A,9016800241_blue_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26.fits,9016800241,263.0,0.8333333,117.07793,1.2552397,114.89694,1.268556,110.893166,2.5162659,113.65037,1.7026645,114.89694,1.2551032,114.644394,1.1877807,0.0,1.0,0.38700664,0.0068931384,nan,nan,0.43676433,0.008200855,nan,nan,0.024788592,0.007486982,116.19631,1.1812419,0.0,1.0,0.35842353,0.0071962336,nan,nan,0.39682794,0.0082454,nan,nan,0.024788592,0.007486982
2908,9016800245_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17,9016800245_A,9016800245_blue_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17.fits,9016800245,87.5,3.3333333,63.56767,2.822762,59.97392,2.9645827,62.41033,6.0573,62.903435,3.7095163,59.97392,3.0454488,60.084442,2.609437,1.0,0.7228924,0.43173513,0.026501104,0.35433236,0.026501104,0.53409696,0.03217506,0.43393758,0.03217506,0.10866671,0.019434344,63.58428,2.644881,1.0,0.75375694,0.42960644,0.026734393,0.36183497,0.026734393,0.53517514,0.03224996,0.4466054,0.03224996,0.10866671,0.019434344
2909,9016800246_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26,9016800246_A,9016800246_blue_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26.fits,9016800246,1.5,8.499998,62.91282,4.2124496,58.360508,5.3782477,57.237617,9.014888,59.690395,5.6245065,58.360508,4.7308717,62.959633,4.5643167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.511494,5.348559,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.084103204,0.035925962
2910,9016800259_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26,9016800259_B,9016800259_blue_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26.fits,9016800259,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2911,9016800259_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13,9016800259_A,9016800259_blue_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13.fits,9016800259,11.5,2.5,91.3219,2.329547,90.66795,1.8518049,87.31885,3.01097,89.5536,2.312681,90.66795,1.9325169,92.30214,1.8396049,0.0,1.0,0.20949045,0.019969225,nan,nan,0.25688645,0.021460071,nan,nan,nan,nan,90.37075,2.2060106,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2912,9016800263_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17,9016800263_A,9016800263_blue_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17.fits,9016800263,158.0,1.3333334,98.18799,1.0992018,86.56159,1.2220054,85.92248,2.1184058,85.61782,1.5313455,86.56159,1.2669184,88.60487,1.1749837,0.0,1.0,0.5395595,0.010347481,nan,nan,0.7005663,0.016783865,nan,nan,0.012925488,0.004971721,88.19749,1.4870232,0.0,1.0,0.5067765,0.010362052,nan,nan,0.618194,0.015219695,nan,nan,0.012925488,0.004971721
2913,9016800266_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26,9016800266_B,9016800266_blue_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26.fits,9016800266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2914,9016800266_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13,9016800266_A,9016800266_blue_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13.fits,9016800266,124.5,7.8333335,81.821754,4.233199,77.48959,4.749482,67.160385,9.469526,65.406746,6.393402,77.48959,5.1750484,70.27979,4.5819077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.068092935,0.020881647,71.142525,5.15264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.068092935,0.020881647
2915,9016800272_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13,9016800272_A,9016800272_blue_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13.fits,9016800272,193.5,9.249999,57.081577,2.5091507,55.59839,2.75423,52.68186,4.71764,55.719257,3.572163,55.59839,2.6565688,56.79344,2.6709948,0.0,1.0,0.25941354,0.03754859,nan,nan,0.30067617,0.041331645,nan,nan,0.0959492,0.060542062,56.35615,2.6625466,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2916,9016800274_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17,9016800274_A,9016800274_blue_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17.fits,9016800274,228.5,4.5,56.697636,2.6452885,56.80499,2.672452,62.941807,6.028378,59.499825,4.0815187,56.80499,3.0192547,56.84128,2.6608303,1.0,0.89152163,0.44622976,0.03136022,0.41720083,0.03136022,0.5388262,0.042893156,0.50064874,0.042893156,0.0765417,0.020112967,56.981632,2.7663472,1.0,0.9477426,0.43324444,0.03146324,0.41976184,0.03146324,0.5476081,0.041224945,0.529117,0.041224945,0.0765417,0.020112967
2917,9016800275_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26,9016800275_A,9016800275_blue_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26.fits,9016800275,22.5,3.0,174.5708,1.5907296,177.57484,1.6948334,190.80464,3.217101,184.6569,2.4270043,177.57484,1.7860148,174.35983,1.6001312,0.0,1.0,0.12576316,0.009039619,nan,nan,0.13655418,0.008339543,nan,nan,0.0639893,0.03570687,177.57484,1.7370056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2918,9016800276_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13,9016800276_A,9016800276_blue_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13.fits,9016800276,358.5,0.9999976,119.063225,1.5602255,105.038506,1.7529862,101.24179,2.8869944,102.42276,2.1345232,105.038506,1.9195757,107.60359,1.7014418,0.0,1.0,0.50092506,0.009526548,nan,nan,0.6097409,0.01447902,nan,nan,0.033582386,0.0076134717,109.63733,1.7916374,0.0,1.0,0.42297027,0.00951813,nan,nan,0.5112245,0.0122401435,nan,nan,0.033582386,0.0076134717
2919,9016800287_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17,9016800287_A,9016800287_blue_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17.fits,9016800287,240.5,1.3333334,63.197056,1.6796806,64.19146,1.6213504,64.70589,3.42035,62.98899,2.0774155,64.19146,1.706789,64.17627,1.6171842,1.0,0.8266378,0.5622583,0.01193712,0.50994253,0.01193712,0.7830009,0.018372174,0.6931768,0.018372174,0.04205988,0.0072800126,63.571915,1.2488738,1.0,0.8687355,0.5531233,0.01166465,0.5144721,0.01166465,0.6762703,0.017196521,0.6180283,0.017196521,0.04205988,0.0072800126
2920,9016800303_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04,9016800303_A,9016800303_blue_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04.fits,9016800303,4.0,3.3333313,187.32619,1.4683024,213.50902,1.1245291,218.01253,1.8845412,214.96175,1.2614484,213.50902,1.160261,210.63243,1.0509658,0.0,1.0,0.1349704,0.0050017736,nan,nan,0.12765883,0.004040647,nan,nan,0.10678967,0.028965807,199.27998,0.97081023,0.0,1.0,0.08551573,0.004355782,nan,nan,0.08719783,0.0037046382,nan,nan,0.10678967,0.028965807
2921,9016800304_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17,9016800304_A,9016800304_blue_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17.fits,9016800304,17.0,2.25,84.80309,1.3057913,84.56522,1.2680849,88.15743,1.8569624,84.39118,1.4270262,84.56522,1.2166089,85.208855,1.2036561,0.0,1.0,0.25237438,0.013158073,nan,nan,0.27977803,0.014000967,nan,nan,nan,nan,84.10376,1.4829788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2922,9016800308_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17,9016800308_A,9016800308_blue_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17.fits,9016800308,61.5,2.0833333,111.94199,1.3353175,113.27443,1.3081197,117.11855,2.3206253,114.526215,1.6395557,113.27443,1.4146528,112.024574,1.2920554,0.0,1.0,0.2242477,0.010219305,nan,nan,0.2390349,0.010036684,nan,nan,0.04771736,0.029263621,112.024574,1.1828612,0.0,1.0,0.14858402,0.010375969,nan,nan,0.16008134,0.010084473,nan,nan,0.04771736,0.029263621
2923,9016800314_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17,9016800314_A,9016800314_blue_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17.fits,9016800314,250.5,2.25,69.53558,2.4831638,62.5831,2.512845,55.92219,4.881181,59.019855,3.4420161,62.5831,2.5014195,63.39858,2.1312237,0.0,1.0,0.48057362,0.023081118,nan,nan,0.6312501,0.03440209,nan,nan,0.05058593,0.014161475,65.635735,2.2305255,0.0,1.0,0.45878893,0.0247561,nan,nan,0.59446913,0.036480166,nan,nan,0.05058593,0.014161475
2924,9016800317_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26,9016800317_A,9016800317_blue_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26.fits,9016800317,40.5,2.5833333,85.22813,1.4410795,82.65626,1.3002253,78.12651,2.0266476,81.100204,1.6034453,82.65626,1.3404282,83.28005,1.3581975,0.0,1.0,0.35808128,0.014269656,nan,nan,0.4456211,0.018694004,nan,nan,0.03457489,0.02060019,81.78659,1.6769638,0.0,1.0,0.21444894,0.015171667,nan,nan,0.23924744,0.01573041,nan,nan,0.03457489,0.02060019
2925,9016800318_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17,9016800318_A,9016800318_blue_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17.fits,9016800318,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2926,9016800321_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26,9016800321_A,9016800321_blue_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26.fits,9016800321,289.0,1.3333334,103.39214,0.9722608,102.68831,1.0640702,102.05466,1.9900122,103.07742,1.5855554,102.68831,1.1731888,101.96477,0.9112339,0.0,1.0,0.34969354,0.0064685824,nan,nan,0.3881074,0.007227272,nan,nan,0.02380018,0.008731044,102.07498,1.0232247,0.0,1.0,0.29202062,0.0069972137,nan,nan,0.31352884,0.007348423,nan,nan,0.02380018,0.008731044
2927,9016800323_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13,9016800323_A,9016800323_blue_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13.fits,9016800323,203.0,2.0,88.03916,1.5970318,92.216125,1.5894771,91.02074,2.8573694,93.60824,2.1219947,92.2242,1.5705771,91.802055,1.4587376,0.0,1.0,0.30558303,0.013445486,nan,nan,0.32441202,0.014157857,nan,nan,0.044951588,0.01871247,91.94437,1.4656188,0.0,1.0,0.18665133,0.01299535,nan,nan,0.19599974,0.012718106,nan,nan,0.044951588,0.01871247
2928,9016800343_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04,9016800343_A,9016800343_blue_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04.fits,9016800343,100.0,0.5833333,nan,nan,141.03207,1.5288528,135.34648,2.7318652,142.31885,1.7756996,141.03207,1.5555478,139.82027,1.3869094,1.0,0.71324474,0.70448256,0.004685872,0.61416847,0.004685872,0.9721701,0.008170528,0.78309596,0.008170528,0.030749978,0.0031755397,nan,nan,1.0,0.76764476,0.6713498,0.004757509,0.5993831,0.004757509,0.90554804,0.008190734,0.7645644,0.008190734,0.030749978,0.0031755397
2929,9016800346_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26,9016800346_A,9016800346_blue_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26.fits,9016800346,198.5,2.8333333,74.63858,1.860574,68.87117,1.7543318,65.8462,3.0824919,67.62494,2.3653355,68.87117,1.8800881,68.73795,1.9385351,0.0,1.0,0.4561565,0.027209213,nan,nan,0.5608178,0.037999794,nan,nan,0.023923755,0.014188994,72.085556,2.350811,0.0,1.0,0.4227752,0.026003443,nan,nan,0.53242326,0.033686433,nan,nan,0.023923755,0.014188994
2930,9016800351_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17,9016800351_A,9016800351_blue_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17.fits,9016800351,252.5,2.6666667,109.506676,3.0580678,85.054146,3.0325708,82.01751,5.401934,87.04695,3.3878152,85.054146,2.7342122,85.0071,2.9310038,0.0,1.0,0.67389417,0.016797245,nan,nan,1.083109,0.04383387,nan,nan,0.025456265,0.006907143,86.88089,2.9948895,0.0,1.0,0.6427167,0.01709635,nan,nan,0.9739267,0.039289676,nan,nan,0.025456265,0.006907143
2931,9016800356_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17,9016800356_A,9016800356_blue_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17.fits,9016800356,278.0,8.0,41.145824,3.0705283,42.581543,3.6332073,58.032043,5.6991825,48.497265,4.6679378,42.581543,3.2638874,40.93628,3.2402337,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.009537,3.0596306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2932,9016800358_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26,9016800358_B,9016800358_blue_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26.fits,9016800358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2933,9016800358_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13,9016800358_A,9016800358_blue_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13.fits,9016800358,61.0,10.083333,51.938736,3.382712,52.278614,3.765905,61.1957,7.039321,50.121983,5.5368204,52.278614,4.7089605,55.548798,3.5254836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.175297,5.8489647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2934,9016800385_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26,9016800385_B,9016800385_blue_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26.fits,9016800385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2935,9016800385_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13,9016800385_A,9016800385_blue_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13.fits,9016800385,100.5,6.5,51.233932,3.0314822,47.90715,3.4459293,42.513454,6.38644,44.900284,4.3544364,47.90715,3.4487343,50.52068,3.200956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51.270775,3.2724261,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
